StudentID,IssueDate,DueDate,ReturnDate,FineAmount,RenewalCount,ReservationStatus,BookID
S14112,14/10/2024,28/10/2024,28/10/2024,0,0,Available,B5813
S11800,12/09/2023,26/09/2023,26/09/2023,0,2,Waiting,B5513
S7395,16/01/2023,30/01/2023,15/01/2023,0,2,Not Reserved,B5425
S13262,20/12/2022,03/01/2023,01/01/2023,0,0,Reserved,B5665
S5352,05/10/2023,19/10/2023,19/10/2023,0,0,Reserved,B5423
S9428,02/09/2022,16/09/2022,16/09/2022,0,1,Not Reserved,B5719
S8423,13/06/2024,27/06/2024,27/06/2024,0,1,Not Reserved,B6050
S7595,30/04/2023,14/05/2023,14/05/2023,0,1,Available,B5354
S9726,08/03/2024,22/03/2024,06/03/2024,0,0,Reserved,B6279
S14391,20/11/2022,04/12/2022,04/12/2022,0,3,Not Reserved,B6067
S14402,18/09/2024,02/10/2024,10/10/2024,80,1,Reserved,B6065
S10993,18/03/2023,01/04/2023,01/04/2023,0,0,Waiting,B6021
S11856,26/09/2024,10/10/2024,18/09/2024,0,1,Waiting,B5955
S13849,13/10/2023,27/10/2023,27/10/2023,0,3,Reserved,B5524
S11191,15/11/2024,29/11/2024,21/12/2024,220,2,Reserved,B5888
S11440,29/06/2024,13/07/2024,13/07/2024,0,1,Available,B5546
S5313,03/05/2022,17/05/2022,17/05/2022,0,2,Available,B6180
S6327,15/02/2023,01/03/2023,14/02/2023,0,1,Available,B6091
S11113,04/01/2022,18/01/2022,05/01/2022,0,3,Reserved,B5963
S13280,14/11/2022,28/11/2022,28/11/2022,0,2,Not Reserved,B5730
S6489,27/09/2024,11/10/2024,31/10/2024,200,1,Reserved,B5994
S7415,26/07/2024,09/08/2024,01/08/2024,0,3,Waiting,B5514
S9565,31/03/2024,14/04/2024,14/04/2024,0,1,Available,B5835
S5992,10/08/2023,24/08/2023,24/08/2023,0,3,Not Reserved,B6000
S9546,18/04/2022,02/05/2022,02/05/2022,0,1,Not Reserved,B6184
S11520,05/01/2023,19/01/2023,23/12/2022,0,3,Not Reserved,B5491
S14714,02/12/2024,16/12/2024,16/12/2024,0,2,Reserved,B5966
S7137,14/01/2022,28/01/2022,28/01/2022,0,2,Waiting,B5680
S14077,11/09/2022,25/09/2022,25/09/2022,0,0,Not Reserved,B5801
S14659,29/04/2024,13/05/2024,29/04/2024,0,1,Not Reserved,B5917
S13972,26/06/2023,10/07/2023,10/07/2023,0,0,Not Reserved,B5653
S11289,12/04/2024,26/04/2024,09/04/2024,0,2,Not Reserved,B5671
S13537,28/09/2022,12/10/2022,12/10/2022,0,1,Available,B5587
S12838,16/05/2022,30/05/2022,30/05/2022,0,0,Not Reserved,B6110
S10898,18/06/2024,02/07/2024,17/06/2024,0,3,Not Reserved,B6308
S12777,24/11/2024,08/12/2024,29/11/2024,0,3,Available,B6101
S14633,07/09/2022,21/09/2022,20/09/2022,0,0,Reserved,B6171
S10142,29/07/2022,12/08/2022,13/08/2022,10,1,Available,B5782
S14531,07/07/2024,21/07/2024,21/07/2024,0,2,Reserved,B5338
S6816,29/12/2023,12/01/2024,24/01/2024,120,0,Not Reserved,B5955
S11295,24/10/2022,07/11/2022,29/10/2022,0,1,Waiting,B6060
S13462,21/07/2024,04/08/2024,04/08/2024,0,3,Reserved,B5396
S7296,25/12/2023,08/01/2024,08/01/2024,0,2,Available,B5471
S9126,20/07/2023,03/08/2023,03/08/2023,0,0,Available,B5720
S7567,25/06/2022,09/07/2022,27/07/2022,180,1,Reserved,B6282
S9158,17/08/2023,31/08/2023,31/08/2023,0,1,Not Reserved,B5685
S9697,14/03/2023,28/03/2023,28/03/2023,0,1,Not Reserved,B6004
S7741,06/07/2024,20/07/2024,20/07/2024,0,3,Not Reserved,B5349
S14377,20/01/2022,03/02/2022,15/02/2022,120,0,Waiting,B6092
S10480,19/01/2024,02/02/2024,10/01/2024,0,0,Available,B5657
S14691,05/04/2024,19/04/2024,28/03/2024,0,2,Available,B6224
S10227,12/02/2023,26/02/2023,26/02/2023,0,3,Reserved,B5849
S14357,20/04/2024,04/05/2024,04/05/2024,0,0,Reserved,B5840
S12163,16/06/2023,30/06/2023,30/06/2023,0,3,Not Reserved,B5949
S8154,01/04/2022,15/04/2022,15/04/2022,0,2,Not Reserved,B5623
S6334,23/08/2023,06/09/2023,06/09/2023,0,0,Available,B6113
S9761,21/05/2024,04/06/2024,26/05/2024,0,2,Reserved,B5722
S8168,18/02/2023,04/03/2023,03/04/2023,300,0,Not Reserved,B6206
S11838,01/03/2022,15/03/2022,15/03/2022,0,3,Available,B5558
S12423,16/08/2023,30/08/2023,17/09/2023,180,0,Available,B6151
S6999,04/06/2022,18/06/2022,18/06/2022,0,2,Not Reserved,B5832
S5640,01/06/2024,15/06/2024,24/05/2024,0,2,Waiting,B6295
S7614,15/01/2024,29/01/2024,20/01/2024,0,1,Not Reserved,B5710
S7078,19/05/2023,02/06/2023,14/06/2023,120,1,Not Reserved,B5488
S7444,24/12/2024,07/01/2025,07/01/2025,0,1,Available,B5767
S10013,25/07/2023,08/08/2023,08/08/2023,0,2,Not Reserved,B6316
S14949,23/12/2022,06/01/2023,08/12/2022,0,1,Reserved,B5847
S5566,22/09/2023,06/10/2023,28/10/2023,220,2,Not Reserved,B5402
S13504,09/09/2024,23/09/2024,23/09/2024,0,1,Reserved,B5763
S6937,31/03/2022,14/04/2022,14/04/2022,0,2,Reserved,B5513
S6648,01/04/2022,15/04/2022,15/04/2022,0,3,Not Reserved,B6238
S13275,29/06/2023,13/07/2023,13/07/2023,0,1,Reserved,B5675
S14770,27/02/2023,13/03/2023,13/03/2023,0,0,Not Reserved,B5677
S11128,01/11/2024,15/11/2024,14/11/2024,0,3,Available,B5994
S11629,05/09/2023,19/09/2023,19/09/2023,0,0,Waiting,B5488
S15262,23/08/2024,06/09/2024,26/09/2024,200,2,Available,B5821
S7818,20/07/2023,03/08/2023,31/07/2023,0,3,Available,B5662
S12010,01/11/2024,15/11/2024,15/11/2024,0,1,Available,B5740
S6569,04/09/2024,18/09/2024,29/09/2024,110,1,Not Reserved,B5725
S14125,28/05/2022,11/06/2022,11/06/2022,0,3,Waiting,B6046
S10436,25/09/2024,09/10/2024,09/10/2024,0,0,Reserved,B5639
S14540,12/03/2023,26/03/2023,26/03/2023,0,1,Not Reserved,B5380
S11556,19/05/2022,02/06/2022,02/06/2022,0,2,Available,B6058
S5429,09/04/2022,23/04/2022,01/04/2022,0,0,Not Reserved,B5472
S9490,19/08/2022,02/09/2022,05/08/2022,0,3,Not Reserved,B5629
S6154,11/04/2024,25/04/2024,25/04/2024,0,3,Available,B5876
S10745,17/02/2023,03/03/2023,03/03/2023,0,1,Available,B6320
S13927,30/10/2023,13/11/2023,20/11/2023,70,3,Available,B5463
S8557,09/04/2024,23/04/2024,23/04/2024,0,1,Not Reserved,B5528
S6227,18/12/2023,01/01/2024,06/01/2024,50,3,Not Reserved,B6179
S13277,21/08/2024,04/09/2024,04/09/2024,0,1,Not Reserved,B6061
S7752,20/11/2022,04/12/2022,31/12/2022,270,3,Available,B6139
S5658,21/11/2024,05/12/2024,26/12/2024,210,2,Available,B5912
S12693,09/05/2022,23/05/2022,23/05/2022,0,3,Available,B6171
S9211,26/08/2024,09/09/2024,09/09/2024,0,3,Reserved,B5858
S10710,19/06/2024,03/07/2024,27/06/2024,0,0,Not Reserved,B5443
S14314,13/07/2023,27/07/2023,27/07/2023,0,2,Reserved,B5759
S9822,20/06/2022,04/07/2022,18/07/2022,140,1,Available,B5586
S13974,04/12/2022,18/12/2022,18/12/2022,0,1,Available,B6053
S8077,12/12/2024,26/12/2024,26/12/2024,0,1,Not Reserved,B6341
S7813,02/06/2024,16/06/2024,25/05/2024,0,3,Waiting,B6139
S9549,16/12/2023,30/12/2023,27/01/2024,280,1,Reserved,B5900
S11467,13/09/2023,27/09/2023,09/09/2023,0,2,Reserved,B5542
S10478,28/10/2022,11/11/2022,11/11/2022,0,3,Reserved,B6156
S10677,20/03/2023,03/04/2023,28/04/2023,250,2,Reserved,B5692
S14356,04/02/2022,18/02/2022,23/01/2022,0,0,Not Reserved,B6200
S11958,31/08/2023,14/09/2023,13/09/2023,0,3,Reserved,B6109
S6957,23/10/2023,06/11/2023,22/11/2023,160,3,Not Reserved,B6157
S14038,11/01/2022,25/01/2022,25/01/2022,0,1,Reserved,B6307
S8756,04/05/2022,18/05/2022,18/05/2022,0,0,Reserved,B6087
S7460,06/02/2022,20/02/2022,20/02/2022,0,1,Reserved,B5675
S9858,01/02/2023,15/02/2023,15/02/2023,0,1,Not Reserved,B5425
S12626,05/11/2023,19/11/2023,10/11/2023,0,3,Reserved,B5468
S10307,17/02/2024,02/03/2024,13/02/2024,0,3,Reserved,B5730
S11012,11/06/2022,25/06/2022,11/07/2022,160,3,Not Reserved,B5877
S9016,25/08/2022,08/09/2022,11/08/2022,0,0,Available,B6224
S12877,06/12/2022,20/12/2022,31/12/2022,110,2,Not Reserved,B5574
S11703,03/12/2022,17/12/2022,17/12/2022,0,3,Not Reserved,B6117
S12747,08/05/2023,22/05/2023,22/05/2023,0,3,Available,B5674
S11868,05/01/2024,19/01/2024,16/02/2024,280,2,Not Reserved,B6313
S9741,10/09/2024,24/09/2024,24/09/2024,0,3,Not Reserved,B5522
S13275,16/11/2024,30/11/2024,30/11/2024,0,0,Available,B5538
S9504,20/07/2024,03/08/2024,13/08/2024,100,1,Reserved,B6215
S7752,19/03/2023,02/04/2023,14/03/2023,0,0,Available,B5616
S8490,03/06/2024,17/06/2024,17/06/2024,0,3,Waiting,B5702
S13649,08/04/2022,22/04/2022,21/05/2022,290,2,Waiting,B6129
S10997,03/06/2024,17/06/2024,08/07/2024,210,2,Not Reserved,B6137
S6167,22/09/2022,06/10/2022,06/10/2022,0,1,Available,B6010
S10698,25/09/2023,09/10/2023,06/10/2023,0,3,Available,B6306
S12071,14/10/2023,28/10/2023,28/10/2023,0,1,Reserved,B6241
S7018,26/04/2024,10/05/2024,10/05/2024,0,1,Reserved,B5950
S12250,29/11/2023,13/12/2023,13/12/2023,0,3,Not Reserved,B6238
S14272,11/04/2023,25/04/2023,25/04/2023,0,3,Reserved,B6170
S6827,26/05/2024,09/06/2024,25/05/2024,0,2,Not Reserved,B6392
S6259,19/10/2024,02/11/2024,02/11/2024,0,1,Not Reserved,B6275
S12631,31/01/2022,14/02/2022,24/02/2022,100,0,Not Reserved,B6227
S8119,20/02/2024,05/03/2024,05/03/2024,0,3,Not Reserved,B6208
S8398,09/04/2024,23/04/2024,23/04/2024,0,3,Available,B6165
S8667,02/05/2022,16/05/2022,07/06/2022,220,3,Reserved,B6063
S13949,20/09/2022,04/10/2022,02/11/2022,290,1,Available,B5624
S9886,27/05/2024,10/06/2024,10/06/2024,0,0,Reserved,B6095
S11138,22/01/2024,05/02/2024,05/02/2024,0,1,Reserved,B5731
S6845,09/08/2022,23/08/2022,23/08/2022,0,2,Reserved,B5963
S5851,05/11/2022,19/11/2022,11/11/2022,0,1,Waiting,B5460
S11136,14/05/2023,28/05/2023,28/05/2023,0,1,Reserved,B5843
S11149,21/05/2023,04/06/2023,04/06/2023,0,3,Available,B6412
S7714,26/07/2023,09/08/2023,17/08/2023,80,2,Reserved,B6330
S14537,06/06/2022,20/06/2022,20/06/2022,0,2,Not Reserved,B5725
S12322,08/03/2022,22/03/2022,21/03/2022,0,1,Not Reserved,B5473
S10412,28/02/2023,14/03/2023,14/03/2023,0,1,Reserved,B5972
S7152,23/01/2024,06/02/2024,07/02/2024,10,2,Not Reserved,B5544
S11171,22/12/2022,05/01/2023,05/01/2023,0,3,Reserved,B5889
S14207,02/07/2023,16/07/2023,14/07/2023,0,1,Reserved,B6329
S15242,15/09/2023,29/09/2023,29/09/2023,0,3,Available,B5512
S14042,13/05/2024,27/05/2024,16/05/2024,0,0,Reserved,B5763
S8670,29/03/2024,12/04/2024,12/04/2024,0,0,Reserved,B6014
S12773,04/06/2022,18/06/2022,18/06/2022,0,2,Reserved,B5634
S6897,06/09/2024,20/09/2024,20/09/2024,0,1,Not Reserved,B6385
S6315,12/12/2023,26/12/2023,10/01/2024,150,3,Reserved,B6213
S7027,06/07/2024,20/07/2024,20/07/2024,0,2,Reserved,B5639
S7125,01/08/2024,15/08/2024,02/08/2024,0,0,Available,B6126
S12794,20/09/2022,04/10/2022,03/11/2022,300,0,Waiting,B6229
S7741,23/10/2023,06/11/2023,26/11/2023,200,2,Not Reserved,B6439
S11689,12/01/2024,26/01/2024,26/01/2024,0,1,Available,B6194
S5572,26/05/2022,09/06/2022,09/06/2022,0,1,Reserved,B6100
S14554,30/05/2022,13/06/2022,16/06/2022,30,1,Available,B5532
S8440,02/11/2022,16/11/2022,14/11/2022,0,0,Available,B6284
S11458,14/02/2023,28/02/2023,28/02/2023,0,1,Not Reserved,B6007
S10353,18/11/2023,02/12/2023,02/12/2023,0,1,Not Reserved,B5919
S11775,01/09/2024,15/09/2024,15/09/2024,0,0,Available,B6086
S13554,14/11/2024,28/11/2024,07/12/2024,90,0,Available,B5532
S9552,03/04/2023,17/04/2023,17/04/2023,0,2,Waiting,B6202
S5519,22/10/2024,05/11/2024,05/11/2024,0,0,Not Reserved,B6322
S13751,08/05/2022,22/05/2022,22/05/2022,0,2,Available,B6192
S13288,13/05/2022,27/05/2022,27/05/2022,0,1,Waiting,B5608
S12183,01/12/2022,15/12/2022,15/12/2022,0,2,Available,B5663
S12396,15/02/2023,01/03/2023,10/02/2023,0,3,Available,B6331
S15183,23/06/2022,07/07/2022,07/07/2022,0,0,Available,B6445
S9778,01/07/2023,15/07/2023,15/07/2023,0,1,Not Reserved,B5695
S11133,14/12/2024,28/12/2024,28/12/2024,0,1,Reserved,B5609
S13655,23/03/2023,06/04/2023,06/04/2023,0,0,Available,B6060
S6493,16/12/2024,30/12/2024,30/12/2024,0,3,Not Reserved,B5835
S13230,05/08/2024,19/08/2024,09/09/2024,210,0,Not Reserved,B6360
S5496,19/06/2022,03/07/2022,18/07/2022,150,0,Not Reserved,B5675
S11880,19/04/2023,03/05/2023,09/04/2023,0,2,Reserved,B5763
S9194,20/11/2022,04/12/2022,04/12/2022,0,0,Not Reserved,B6297
S12932,02/02/2024,16/02/2024,16/02/2024,0,2,Waiting,B5505
S14836,05/02/2024,19/02/2024,05/02/2024,0,2,Not Reserved,B6315
S6935,05/10/2022,19/10/2022,23/10/2022,40,1,Not Reserved,B6387
S11770,23/08/2022,06/09/2022,20/08/2022,0,3,Available,B5782
S11055,21/07/2024,04/08/2024,04/08/2024,0,0,Not Reserved,B6119
S15362,10/12/2023,24/12/2023,02/12/2023,0,1,Available,B5994
S10595,22/06/2024,06/07/2024,06/07/2024,0,3,Reserved,B5619
S11892,04/04/2024,18/04/2024,16/05/2024,280,2,Not Reserved,B6193
S5481,31/01/2023,14/02/2023,22/01/2023,0,0,Waiting,B5802
S13553,02/01/2024,16/01/2024,11/02/2024,260,2,Available,B6437
S5647,08/08/2023,22/08/2023,22/08/2023,0,1,Not Reserved,B6185
S11678,07/06/2024,21/06/2024,21/06/2024,0,1,Waiting,B6151
S10384,19/07/2024,02/08/2024,02/08/2024,0,2,Available,B5881
S6276,12/09/2023,26/09/2023,26/09/2023,0,1,Reserved,B5748
S11235,08/04/2022,22/04/2022,22/04/2022,0,0,Available,B5883
S8161,03/05/2023,17/05/2023,17/05/2023,0,0,Available,B6412
S9304,14/07/2023,28/07/2023,28/07/2023,0,1,Not Reserved,B6425
S14876,13/04/2024,27/04/2024,26/05/2024,290,3,Reserved,B6372
S6583,01/06/2023,15/06/2023,15/06/2023,0,3,Reserved,B5894
S12568,25/01/2022,08/02/2022,08/02/2022,0,2,Available,B6420
S6792,10/09/2022,24/09/2022,10/10/2022,160,1,Not Reserved,B5783
S12076,27/08/2023,10/09/2023,10/09/2023,0,2,Not Reserved,B5861
S7320,24/01/2022,07/02/2022,09/02/2022,20,2,Reserved,B5600
S6102,10/05/2023,24/05/2023,24/05/2023,0,1,Waiting,B5913
S13356,27/02/2024,12/03/2024,22/02/2024,0,0,Available,B6486
S9335,19/02/2024,04/03/2024,04/03/2024,0,1,Available,B6242
S5661,19/08/2024,02/09/2024,11/09/2024,90,1,Not Reserved,B6033
S6962,08/06/2023,22/06/2023,28/06/2023,60,0,Not Reserved,B5752
S13905,15/07/2022,29/07/2022,13/08/2022,150,0,Not Reserved,B6038
S8683,08/04/2024,22/04/2024,22/04/2024,0,2,Reserved,B5629
S9641,29/01/2024,12/02/2024,29/01/2024,0,2,Reserved,B6320
S13370,26/02/2024,11/03/2024,11/03/2024,0,1,Waiting,B6495
S8672,31/05/2024,14/06/2024,02/06/2024,0,3,Reserved,B6318
S15079,12/06/2022,26/06/2022,19/07/2022,230,0,Not Reserved,B6175
S12163,16/11/2024,30/11/2024,09/11/2024,0,3,Reserved,B5743
S11317,31/07/2023,14/08/2023,14/08/2023,0,2,Not Reserved,B5546
S10577,21/08/2022,04/09/2022,04/09/2022,0,2,Available,B5747
S15217,04/09/2023,18/09/2023,18/09/2023,0,1,Not Reserved,B6006
S13706,11/04/2024,25/04/2024,13/05/2024,180,1,Available,B6242
S15008,02/05/2024,16/05/2024,16/05/2024,0,0,Waiting,B6472
S9730,03/04/2023,17/04/2023,19/04/2023,20,0,Not Reserved,B6296
S10440,07/01/2023,21/01/2023,03/01/2023,0,0,Available,B5918
S6498,05/06/2024,19/06/2024,22/05/2024,0,1,Waiting,B6174
S10314,11/01/2022,25/01/2022,25/01/2022,0,1,Available,B5772
S7649,28/01/2023,11/02/2023,11/02/2023,0,2,Reserved,B6090
S6201,30/07/2024,13/08/2024,13/08/2024,0,1,Waiting,B5944
S11474,22/12/2024,05/01/2025,18/01/2025,130,0,Not Reserved,B6174
S8995,26/05/2024,09/06/2024,12/05/2024,0,2,Waiting,B6210
S14150,13/07/2022,27/07/2022,11/08/2022,150,2,Not Reserved,B5735
S13421,20/01/2024,03/02/2024,15/01/2024,0,0,Not Reserved,B5631
S7153,16/07/2022,30/07/2022,30/07/2022,0,0,Not Reserved,B6344
S7874,10/06/2023,24/06/2023,04/07/2023,100,0,Not Reserved,B5799
S7174,08/01/2023,22/01/2023,22/01/2023,0,0,Reserved,B5547
S5892,24/07/2022,07/08/2022,19/07/2022,0,0,Available,B5782
S13354,14/06/2022,28/06/2022,22/07/2022,240,2,Available,B6399
S15503,27/03/2023,10/04/2023,10/04/2023,0,3,Available,B5631
S9278,27/01/2022,10/02/2022,10/02/2022,0,3,Waiting,B5818
S6269,05/05/2023,19/05/2023,19/05/2023,0,1,Available,B6445
S10665,27/02/2024,12/03/2024,23/03/2024,110,1,Waiting,B6066
S14406,29/05/2024,12/06/2024,26/05/2024,0,2,Reserved,B5901
S14763,18/07/2023,01/08/2023,01/08/2023,0,0,Not Reserved,B5944
S14305,09/05/2022,23/05/2022,23/05/2022,0,3,Available,B6476
S9762,21/03/2022,04/04/2022,24/04/2022,200,1,Available,B6036
S10147,01/10/2023,15/10/2023,15/10/2023,0,0,Not Reserved,B5561
S13115,08/04/2022,22/04/2022,27/04/2022,50,2,Available,B6097
S11951,13/12/2024,27/12/2024,28/12/2024,10,3,Waiting,B5864
S7319,17/12/2023,31/12/2023,18/01/2024,180,2,Not Reserved,B5588
S11277,11/04/2024,25/04/2024,22/04/2024,0,0,Available,B6396
S11125,05/09/2022,19/09/2022,19/09/2022,0,1,Reserved,B6056
S14038,08/05/2022,22/05/2022,11/06/2022,200,3,Not Reserved,B6044
S6075,21/12/2022,04/01/2023,24/12/2022,0,1,Not Reserved,B6274
S13332,13/04/2022,27/04/2022,24/05/2022,270,2,Not Reserved,B6375
S13297,14/03/2024,28/03/2024,28/03/2024,0,0,Not Reserved,B6148
S14781,23/02/2023,09/03/2023,09/02/2023,0,2,Available,B6205
S12062,06/03/2024,20/03/2024,02/04/2024,130,3,Available,B5983
S7285,30/01/2022,13/02/2022,13/02/2022,0,1,Available,B5887
S10548,19/07/2023,02/08/2023,02/08/2023,0,2,Not Reserved,B5662
S13674,26/12/2023,09/01/2024,09/01/2024,0,0,Not Reserved,B6322
S6637,09/04/2024,23/04/2024,23/04/2024,0,2,Reserved,B5555
S10970,27/05/2024,10/06/2024,01/07/2024,210,3,Reserved,B6175
S14497,03/09/2022,17/09/2022,12/10/2022,250,1,Available,B5650
S6140,04/10/2022,18/10/2022,17/10/2022,0,3,Available,B5813
S10058,02/12/2023,16/12/2023,16/12/2023,0,2,Available,B6248
S6480,02/07/2023,16/07/2023,16/07/2023,0,2,Available,B6053
S10182,08/12/2024,22/12/2024,22/12/2024,0,2,Waiting,B6444
S11412,23/12/2022,06/01/2023,04/01/2023,0,2,Reserved,B5809
S11214,15/12/2023,29/12/2023,04/01/2024,60,3,Available,B6409
S13403,27/09/2023,11/10/2023,11/10/2023,0,3,Not Reserved,B5890
S9025,09/12/2024,23/12/2024,05/01/2025,130,0,Not Reserved,B6032
S10779,13/07/2024,27/07/2024,18/08/2024,220,1,Not Reserved,B6262
S10972,28/12/2022,11/01/2023,11/01/2023,0,2,Available,B6187
S11057,23/05/2023,06/06/2023,06/06/2023,0,2,Reserved,B5614
S9407,07/03/2022,21/03/2022,21/03/2022,0,3,Available,B6019
S15244,22/05/2022,05/06/2022,03/07/2022,280,1,Available,B5641
S14477,28/04/2022,12/05/2022,12/05/2022,0,1,Not Reserved,B5605
S15463,11/05/2022,25/05/2022,25/05/2022,0,0,Reserved,B5880
S5775,02/06/2024,16/06/2024,16/06/2024,0,2,Waiting,B6371
S12865,22/11/2023,06/12/2023,06/12/2023,0,2,Available,B5983
S9660,03/08/2024,17/08/2024,26/08/2024,90,0,Not Reserved,B6344
S15162,14/08/2024,28/08/2024,28/08/2024,0,1,Reserved,B6204
S5783,13/12/2024,27/12/2024,27/12/2024,0,2,Not Reserved,B5744
S12145,21/01/2023,04/02/2023,06/01/2023,0,2,Available,B5717
S8352,05/03/2022,19/03/2022,19/03/2022,0,3,Not Reserved,B5778
S8402,30/01/2022,13/02/2022,04/03/2022,190,3,Not Reserved,B6019
S13073,15/10/2024,29/10/2024,29/10/2024,0,2,Available,B6200
S9695,31/05/2023,14/06/2023,22/05/2023,0,1,Reserved,B5998
S5828,15/09/2024,29/09/2024,28/09/2024,0,1,Waiting,B6002
S13754,31/03/2023,14/04/2023,06/04/2023,0,0,Available,B5852
S12477,10/10/2023,24/10/2023,24/10/2023,0,1,Reserved,B6492
S6464,19/04/2023,03/05/2023,10/04/2023,0,0,Reserved,B6146
S14348,17/04/2024,01/05/2024,22/05/2024,210,2,Reserved,B6009
S8233,11/03/2022,25/03/2022,30/03/2022,50,2,Not Reserved,B5962
S14820,10/02/2022,24/02/2022,24/02/2022,0,2,Available,B5967
S10440,27/05/2022,10/06/2022,04/06/2022,0,3,Not Reserved,B5688
S13015,27/12/2024,10/01/2025,17/12/2024,0,2,Reserved,B5859
S8470,12/03/2022,26/03/2022,26/03/2022,0,1,Reserved,B6283
S7263,27/12/2024,10/01/2025,10/01/2025,0,3,Available,B6472
S9694,03/06/2023,17/06/2023,09/07/2023,220,2,Not Reserved,B5812
S10504,23/06/2022,07/07/2022,07/07/2022,0,1,Not Reserved,B6267
S13539,10/02/2024,24/02/2024,23/03/2024,280,0,Waiting,B6044
S10050,31/07/2022,14/08/2022,21/07/2022,0,2,Not Reserved,B6475
S9189,20/02/2023,06/03/2023,06/03/2023,0,2,Not Reserved,B6231
S13353,14/01/2024,28/01/2024,28/01/2024,0,3,Available,B6462
S11510,07/10/2022,21/10/2022,21/10/2022,0,1,Reserved,B6336
S14596,17/01/2024,31/01/2024,19/02/2024,190,0,Reserved,B6533
S10879,24/08/2023,07/09/2023,07/09/2023,0,3,Not Reserved,B6274
S8280,24/07/2024,07/08/2024,07/08/2024,0,3,Not Reserved,B6146
S12217,21/06/2024,05/07/2024,05/07/2024,0,1,Not Reserved,B6553
S6333,02/05/2023,16/05/2023,16/05/2023,0,0,Available,B5995
S10955,06/02/2022,20/02/2022,20/02/2022,0,2,Available,B6109
S12680,01/04/2023,15/04/2023,15/04/2023,0,1,Not Reserved,B6318
S8495,10/06/2023,24/06/2023,24/06/2023,0,2,Reserved,B6348
S6579,18/05/2022,01/06/2022,01/06/2022,0,1,Not Reserved,B5635
S11701,18/06/2024,02/07/2024,02/07/2024,0,1,Reserved,B6231
S15053,21/05/2023,04/06/2023,29/06/2023,250,0,Reserved,B5749
S14505,14/01/2023,28/01/2023,28/01/2023,0,1,Available,B6154
S14980,29/08/2022,12/09/2022,12/09/2022,0,3,Not Reserved,B6054
S14727,14/12/2022,28/12/2022,01/12/2022,0,1,Available,B6449
S11207,14/10/2024,28/10/2024,07/10/2024,0,1,Not Reserved,B6474
S11639,18/08/2024,01/09/2024,21/09/2024,200,3,Reserved,B5802
S7870,23/12/2022,06/01/2023,31/12/2022,0,0,Not Reserved,B6482
S13609,09/01/2024,23/01/2024,21/02/2024,290,1,Available,B6027
S6045,24/06/2022,08/07/2022,08/07/2022,0,0,Not Reserved,B5649
S14240,08/05/2022,22/05/2022,22/05/2022,0,0,Reserved,B6319
S12309,02/07/2022,16/07/2022,17/06/2022,0,3,Reserved,B5904
S8878,01/08/2024,15/08/2024,24/08/2024,90,1,Available,B5638
S12580,23/08/2023,06/09/2023,06/09/2023,0,2,Reserved,B5974
S6030,26/09/2022,10/10/2022,18/09/2022,0,2,Available,B6139
S7242,16/01/2022,30/01/2022,02/01/2022,0,2,Not Reserved,B6133
S12197,29/03/2024,12/04/2024,10/05/2024,280,0,Not Reserved,B6351
S11813,25/12/2022,08/01/2023,08/01/2023,0,1,Reserved,B6411
S13829,02/12/2022,16/12/2022,16/12/2022,0,1,Reserved,B5751
S10188,03/07/2024,17/07/2024,02/08/2024,160,3,Available,B6044
S12357,07/04/2022,21/04/2022,05/05/2022,140,1,Reserved,B6269
S6341,14/11/2024,28/11/2024,28/11/2024,0,1,Available,B6377
S15288,26/12/2022,09/01/2023,02/02/2023,240,3,Not Reserved,B6205
S10697,07/12/2024,21/12/2024,17/01/2025,270,2,Reserved,B6104
S9390,06/01/2022,20/01/2022,19/02/2022,300,2,Not Reserved,B5640
S12280,01/07/2024,15/07/2024,15/07/2024,0,2,Not Reserved,B5802
S9926,21/02/2023,07/03/2023,07/03/2023,0,2,Not Reserved,B6186
S7747,21/09/2023,05/10/2023,15/10/2023,100,1,Not Reserved,B6362
S8388,12/06/2022,26/06/2022,23/07/2022,270,1,Waiting,B5744
S6494,12/08/2022,26/08/2022,13/08/2022,0,0,Waiting,B6010
S10374,20/10/2023,03/11/2023,03/11/2023,0,0,Not Reserved,B6042
S9509,01/09/2023,15/09/2023,15/09/2023,0,0,Not Reserved,B6420
S7330,27/05/2022,10/06/2022,10/06/2022,0,3,Available,B5707
S6922,26/04/2023,10/05/2023,29/04/2023,0,0,Not Reserved,B6058
S12893,01/01/2022,15/01/2022,15/01/2022,0,1,Reserved,B6213
S12765,23/01/2023,06/02/2023,08/02/2023,20,1,Waiting,B6290
S15314,19/08/2024,02/09/2024,02/09/2024,0,0,Not Reserved,B5844
S6949,01/05/2023,15/05/2023,15/05/2023,0,3,Available,B5914
S8000,13/01/2023,27/01/2023,27/01/2023,0,2,Available,B6341
S5732,28/10/2024,11/11/2024,11/11/2024,0,0,Reserved,B6281
S5878,02/09/2024,16/09/2024,16/09/2024,0,0,Available,B6039
S12119,06/05/2024,20/05/2024,20/05/2024,0,1,Not Reserved,B6486
S9470,12/03/2023,26/03/2023,11/03/2023,0,2,Not Reserved,B6492
S11535,18/09/2024,02/10/2024,20/10/2024,180,0,Not Reserved,B5795
S7366,05/01/2024,19/01/2024,26/01/2024,70,3,Available,B5687
S12485,25/06/2023,09/07/2023,26/06/2023,0,1,Reserved,B6528
